neg_words,pos_words,nb_review,location
6.0,11.0,2,Afghanistan
3.2222222222222223,6.055555555555555,18,American Samoa
2.0,4.6,5,Andorra
4.0,5.0,1,Anguilla
2.685185185185185,5.296296296296297,108,Antarctica
4.333333333333333,12.666666666666666,3,Antigua and Barbuda
3.2205882352941173,5.639705882352941,272,Aotearoa
2.772357723577236,6.008130081300813,123,Argentina
2.0,4.0,2,Aruba
3.8129290155858833,7.36735847532908,24766,Australia
2.54,5.87,500,Austria
2.4684684684684686,6.972972972972973,111,Bahamas
3.125,6.0,8,Barbados
2.4545454545454546,5.0,11,Belarus
2.7750188111361926,5.9300225733634315,3987,Belgium
1.0,1.0,1,Belize
0.0,4.0,3,Bermuda
3.4285714285714284,7.142857142857143,7,Bhutan
2.381818181818182,5.0,55,Bolivia
2.925925925925926,4.962962962962963,27,Bosnia and Herzegovina
3.1875,4.1875,16,Bouvet Island
2.524640657084189,4.95482546201232,974,Brazil
1.0,1.0,1,British Indian Ocean Territory
1.7894736842105263,3.789473684210526,19,Bulgaria
3.4390243902439024,7.2682926829268295,41,Burkina Faso
3.727272727272727,4.636363636363637,33,Cambodia
3.6467311252828636,7.282550915449496,121525,Canada
3.0,4.0,1,Cayman Islands
2.5277777777777777,5.833333333333334,36,Chile
2.548480463096961,5.891461649782923,691,China
1.6666666666666667,6.166666666666667,6,Colombia
1.043010752688172,3.6451612903225805,93,Costa Rica
2.340248962655602,4.91701244813278,241,Croatia
1.5178571428571428,4.09375,224,Cyprus
2.292207792207792,4.928571428571429,154,Czech Republic
2.0495495495495497,4.655405405405405,444,Denmark
2.4285714285714284,8.0,7,Dominican Republic
1.6666666666666667,6.666666666666667,3,Ecuador
2.4,5.4,5,El Salvador
3.5883504650024474,6.430837004405286,20430,England
0.3333333333333333,3.6666666666666665,3,Estonia
2.0,4.0,3,Faroe Islands
2.3902439024390243,4.341463414634147,82,Fiji Islands
2.408284023668639,6.204142011834319,338,Finland
2.2776043145046834,4.341754186772637,3523,France
2.976762002042901,6.805796731358529,7832,Germany
4.0,6.0,1,Gibraltar
2.241206030150754,4.258793969849246,398,Greece
3.0,4.0,5,Guam
2.2857142857142856,5.142857142857143,7,Guatemala
1.75,2.75,4,Guernsey
2.0,2.0,2,Honduras
3.1712538226299696,6.7859327217125385,654,Hong Kong
2.9193548387096775,6.354838709677419,124,Hungary
2.326530612244898,5.959183673469388,49,Iceland
3.8378378378378377,7.236486486486487,148,India
0.3333333333333333,3.0,3,Indonesia
2.5621805792163546,6.454003407155025,1174,Ireland
3.814814814814815,11.185185185185185,27,Isle of Man
2.3780487804878048,6.024390243902439,82,Israel
2.2519392917369307,4.13220910623946,2965,Italy
3.054437869822485,6.295069033530572,2535,Japan
1.7358490566037736,2.7169811320754715,371,Jersey
4.006666666666667,7.433333333333334,150,Jordan
1.3333333333333333,4.333333333333333,3,Kenya
4.5,6.75,4,Latvia
1.5476190476190477,4.4523809523809526,42,Lebanon
3.4633093525179857,8.046043165467626,695,Lesotho
2.2222222222222223,5.481481481481482,27,Lithuania
2.42,4.74,50,Luxembourg
2.8333333333333335,6.5,12,Macedonia
2.3461538461538463,3.1923076923076925,26,Malaysia
1.5,2.75,4,Malta
2.5,9.5,2,Marshall Islands
2.0,5.0,1,Mauritania
2.6320861678004537,5.8781179138322,3528,Mexico
0.3333333333333333,3.0,3,Moldova
3.7493627867459645,7.383602378929481,9416,Netherlands
6.0,6.0,1,New Caledonia
0.6,2.6,5,Nicaragua
0.0,3.0,1,Nigeria
3.6133268482490273,8.544747081712062,2056,Northern Ireland
2.5,13.0,2,Northern Mariana Islands
2.246153846153846,5.229807692307692,1040,Norway
3.250965250965251,4.953667953667954,259,Panama
2.5,1.5,2,Papua New Guinea
1.0,7.0,1,Paraguay
1.5999999999999999,1.2,5,Peru
2.893617021276596,6.51063829787234,47,Philippines
3.1194158075601375,6.623711340206185,1164,Poland
3.2900232018561484,6.447795823665893,862,Portugal
3.2364864864864864,7.864864864864865,148,Puerto Rico
3.363013698630137,4.620309708159619,3358,Romania
2.2471500227998176,3.873233014135887,2193,Russia
3.21460703889918,7.200317544323895,3779,Scotland
2.2535545023696684,3.0545023696682465,422,Serbia
3.376518218623482,6.846153846153846,247,Singapore
4.0,9.0,1,Sint Maarten
5.388888888888889,7.611111111111111,18,Slovak Republic
3.857364341085271,6.691472868217054,645,Slovenia
2.3333333333333335,7.0,3,Solomon Islands
6.029250457038391,10.718464351005485,547,South Africa
4.875,6.625,16,South Georgia and South Sandwich Islands
2.0652938221998998,3.8028628829733804,3982,Spain
4.644859813084112,8.373831775700934,107,Svalbard and Jan Mayen Islands
4.3518091726204196,6.147960359529845,8678,Sweden
3.597173144876325,7.724381625441696,1415,Switzerland
2.6373626373626373,3.802197802197802,273,Taiwan
3.72,7.026666666666666,75,Tajikistan
1.4,3.0,20,Tanzania
3.222400857449089,7.57609860664523,1866,Thailand
7.666666666666667,9.0,3,Tokelau
3.3636363636363638,8.045454545454545,22,Trinidad and Tobago
1.7704918032786885,3.9508196721311477,61,Turkey
2.6666666666666665,4.333333333333333,3,Uganda
1.7857142857142858,3.9047619047619047,168,Ukraine
2.98125,5.1125,160,United Arab Emirates
3.3608812466415907,7.35260612573885,9305,"United States, Alabama"
3.361771765219289,8.59567968579533,4583,"United States, Alaska"
3.4107401395165184,8.13938489887246,22793,"United States, Arizona"
2.330550445733692,5.676241686712891,7067,"United States, Arkansas"
3.4625736243145324,7.27678156099926,152633,"United States, California"
3.4519651367761313,8.041228700137102,61268,"United States, Colorado"
2.9777783222265777,6.720379263034104,40816,"United States, Connecticut"
3.1073326248671624,6.797378675168261,5646,"United States, Delaware"
2.9295737819227754,6.500967488886952,57365,"United States, Florida"
3.3900431386265595,6.869324938789787,42885,"United States, Georgia"
2.6470588235294117,6.420588235294118,2720,"United States, Hawaii"
2.6680726800778714,5.7680077871512,9246,"United States, Idaho"
3.3933737938121156,7.226675015654352,124566,"United States, Illinois"
3.087703382886574,6.970999648835304,34172,"United States, Indiana"
4.263345014982986,8.418304637107013,19689,"United States, Iowa"
3.2086688137412773,6.849704777241009,7452,"United States, Kansas"
3.685278860714631,7.573057963076328,31037,"United States, Kentucky"
2.8338496657427035,5.98035219305397,12266,"United States, Louisiana"
2.832548491983406,6.565029711851104,17838,"United States, Maine"
3.303518137110672,7.554915724433609,47582,"United States, Maryland"
3.511071592473612,7.456992067134334,122024,"United States, Massachusetts"
3.8431784561592255,8.965421597633137,59488,"United States, Michigan"
