country,neg_words,pos_words,nb_review
Argentina,0.375,1.25,8
Ascension Island,1.5,2.625,24
Australia,1.935374149659864,3.6543367346938775,2352
Austria,2.6449704142011834,3.8461538461538463,169
Bangladesh,0.0,4.0,1
Belarus,1.0982142857142858,1.6428571428571428,112
Belgium,1.9323699421965317,2.546242774566474,1730
Bermuda,1.7692307692307692,2.3846153846153846,13
Bolivia,2.0625,2.59375,32
Bosnia and Herzegovina,0.3333333333333333,0.0,3
Brazil,0.4977168949771689,1.182648401826484,219
Bulgaria,0.5555555555555556,3.0,9
Cambodia,2.757575757575758,6.393939393939394,33
Canada,1.729867916489135,3.3345547507456326,11735
Cayman Islands,0.0,2.0,5
Chile,1.765625,3.703125,64
China,1.2037037037037037,1.7407407407407407,108
Colombia,1.0,5.0,5
Costa Rica,1.4814814814814814,2.6666666666666665,27
Croatia,1.536178107606679,2.2801484230055657,539
Cyprus,1.2644628099173554,1.9256198347107438,121
Czech Republic,1.2509293680297398,2.2862453531598512,538
Denmark,1.4887387387387387,2.243868868868869,15984
Dominican Republic,0.0,0.25,4
Ecuador,1.0,2.0,4
El Salvador,0.5151515151515151,1.606060606060606,99
England,1.6337238354339014,2.8648881239242683,36022
Estonia,1.9437262357414449,3.252471482889734,1315
Faroe Islands,1.8705882352941177,3.9,170
Finland,1.396628878281623,2.211217183770883,6704
France,0.9693627450980392,1.8933823529411764,816
Germany,1.392104482042149,2.2083704363312555,3369
Greece,1.7272727272727273,2.7012987012987013,154
Greenland,0.0,0.0,1
Guam,0.8235294117647058,2.3529411764705883,17
Hong Kong,5.732824427480916,11.351145038167939,131
Hungary,1.0801186943620178,2.2433234421364987,337
Iceland,1.305084745762712,1.9830508474576272,59
India,1.25,2.607142857142857,28
Indonesia,0.4,0.7,10
Ireland,2.7194337194337193,5.045045045045045,777
Isle of Man,0.0,7.0,1
Israel,1.5246132208157526,1.9423347398030941,711
Italy,0.9499417927823051,1.8119906868451687,1718
Jamaica,3.0,6.0,1
Japan,1.5611111111111111,3.3,720
Jersey,1.5833333333333333,3.0,12
Jordan,2.5,2.5,2
Latvia,1.941747572815534,3.1844660194174756,103
Lebanon,1.5833333333333333,4.75,12
Lithuania,2.6904761904761907,6.119047619047619,42
Luxembourg,1.7640845070422535,3.0246478873239435,284
Malaysia,2.7973856209150325,2.7254901960784315,306
Marshall Islands,0.3333333333333333,0.6666666666666666,3
Mexico,0.7953367875647669,2.0492227979274613,386
Moldova,1.2479338842975207,1.8760330578512396,121
Mozambique,0.7551020408163265,1.9523809523809523,147
Netherlands,1.5593303791235844,2.332348596750369,4062
New Zealand,1.5290322580645161,3.3053763440860213,465
Norfolk Island,0.0,0.0,1
North Korea,0.7272727272727273,2.4545454545454546,11
Northern Ireland,1.3822894168466522,1.9935205183585314,463
Norway,1.6034769463340892,2.635071806500378,6615
Pakistan,1.5,4.0,2
Panama,1.0,2.8,5
Peru,2.0,1.0,1
Philippines,1.5,1.5,4
Poland,0.7646145887221935,1.58613554061045,1933
Portugal,1.9457831325301205,2.6686746987951806,166
Puerto Rico,1.2,1.2,5
Romania,1.75,3.066666666666667,120
Russia,1.1132075471698113,1.5534591194968554,159
Saudi Arabia,1.5,8.5,4
Scotland,1.4998349698820035,2.800767390048684,24238
Serbia,1.4222222222222223,2.8222222222222224,45
Singapore,2.811320754716981,5.962264150943396,53
Slovak Republic,1.2767295597484276,2.2264150943396226,318
Slovakia,1.0,0.0,1
Slovenia,1.7985611510791366,3.7050359712230216,139
South Africa,1.9351851851851851,3.5555555555555554,108
South Korea,1.0769230769230769,3.076923076923077,13
Spain,0.8908879860708068,1.5026117237376668,1723
Sweden,1.4745800671892497,1.725531914893617,8930
Switzerland,1.665040650406504,2.813008130081301,615
Taiwan,0.9782608695652174,1.7173913043478262,46
Thailand,0.7992957746478874,2.2288732394366195,284
Trinidad and Tobago,1.0,1.0,1
Turkey,1.7333333333333334,1.8,75
Uganda,1.0,5.0,1
Ukraine,1.2432432432432432,2.2972972972972974,37
"United States, Alabama",1.5565610859728507,2.742081447963801,663
"United States, Alaska",1.2882882882882882,2.1486486486486487,222
"United States, Arizona",1.7380530973451327,3.7628318584070795,2260
"United States, Arkansas",2.002645502645503,4.145502645502646,378
"United States, California",1.7029023062969681,3.194739569836745,7718
"United States, Colorado",2.2803071859572133,3.850246845858475,3646
"United States, Connecticut",1.759018759018759,2.733044733044733,693
"United States, Delaware",2.306451612903226,3.912903225806452,310
"United States, Florida",1.7484983530323581,3.2852160434024413,5161
"United States, Georgia",1.8771653543307087,3.5269291338582676,3175
"United States, Hawaii",1.65625,3.78125,32
"United States, Idaho",1.633768352365416,3.053833605220228,1226
"United States, Illinois",1.9134909389216197,3.8489074502200014,13409
"United States, Indiana",1.873015873015873,3.4139515455304927,2394
"United States, Iowa",1.7060027285129604,3.4931787175989086,1466
"United States, Kansas",1.6716589861751152,3.7914746543778803,868
"United States, Kentucky",1.481162540365985,2.7481162540365984,929
"United States, Louisiana",2.0967117988394586,2.95357833655706,517
"United States, Maine",1.9323843416370108,4.085409252669039,281
"United States, Maryland",1.8308755760368665,3.3423963133640555,2170
"United States, Massachusetts",1.9550660792951542,3.3788546255506606,1135
"United States, Michigan",2.4672163329407146,4.462112288967413,2547
"United States, Minnesota",1.6998664886515353,3.267823765020027,3745
"United States, Mississippi",1.4444444444444444,3.0148148148148146,135
"United States, Missouri",1.7686387686387686,3.613756613756614,2079
"United States, Montana",1.456,3.576,125
"United States, Nebraska",1.8030973451327434,2.97787610619469,452
"United States, Nevada",1.181712962962963,3.0555555555555554,864
"United States, New Hampshire",1.9198423127463864,3.4178712220762155,761
"United States, New Jersey",1.461648540354894,2.723526044647968,3494
"United States, New Mexico",1.8897058823529411,3.198529411764706,136
"United States, New York",1.6571185479296653,3.078559273964833,3526
"United States, North Carolina",1.8124789207419898,3.1581787521079256,2965
"United States, North Dakota",1.0287769784172662,2.9568345323741005,139
"United States, Ohio",1.872808043020809,3.8220715454758007,4277
"United States, Oklahoma",1.8371182458888018,3.298355520751762,1277
"United States, Oregon",1.5130072840790842,3.712799167533819,1922
"United States, Pennsylvania",1.8202589489718202,3.111766945925362,5252
"United States, Rhode Island",2.164383561643836,3.5753424657534247,73
"United States, South Carolina",1.8344549125168237,3.7039030955585464,1486
"United States, South Dakota",1.3333333333333333,2.5,54
"United States, Tennessee",1.489431658055425,2.828088304368248,2129
"United States, Texas",1.4159774766848496,2.412282245292979,5683
"United States, Utah",1.2431173231681492,2.9699279966116054,2361
"United States, Vermont",2.9263565891472867,5.829457364341085,258
"United States, Virginia",1.6664594342555175,3.1429903636928818,3217
"United States, Washington",1.695171611401978,3.2530541012216405,3438
"United States, West Virginia",1.2386363636363635,2.2556818181818183,176
"United States, Wisconsin",2.088204410220511,3.618830941547077,2857
"United States, Wyoming",1.9787234042553192,4.5212765957446805,94
Uruguay,0.125,0.125,8
Venezuela,4.873015873015873,8.126984126984127,63
Virgin Islands (U.S.),0.0,1.0,1
Wales,1.2280701754385965,2.9210526315789473,114
