country,neg_words,pos_words,nb_review
Afghanistan,1.0,0.5,2
Albania,0.0,2.0,1
Algeria,1.0,1.5,2
Andorra,2.0,3.6666666666666665,3
Argentina,0.18181818181818182,1.1818181818181819,33
Ascension Island,2.0,2.75,4
Australia,1.9769691386457853,3.6517733763242743,2171
Austria,2.4169986719787517,3.150066401062417,753
Belarus,1.2939189189189189,1.9831081081081081,296
Belgium,2.1091292875989445,2.886754617414248,9475
Belize,0.5,2.0,2
Bermuda,1.6435643564356435,2.98019801980198,101
Bolivia,2.3846153846153846,3.076923076923077,13
Bosnia and Herzegovina,0.1111111111111111,3.0,9
Botswana,0.0,4.0,1
Brazil,0.5815126050420169,1.3176470588235294,595
Bulgaria,0.7142857142857143,2.4761904761904763,21
Cambodia,0.875,2.5625,16
Canada,1.713241379310345,3.2568275862068967,7250
Cayman Islands,1.5,0.0,2
Chile,1.7829457364341086,3.992248062015504,129
China,1.0975609756097562,1.5365853658536586,41
Colombia,1.1428571428571428,3.9523809523809526,21
Costa Rica,1.0,2.0,1
Croatia,1.842041312272175,2.5236938031591736,2469
Cyprus,1.335195530726257,1.7988826815642458,179
Czech Republic,1.3246868418135462,2.1992018623212504,9021
Denmark,1.4391951006124235,2.153714481342006,26289
Dominican Republic,0.17045454545454544,0.19318181818181818,88
Ecuador,1.3,2.3,10
El Salvador,0.5816326530612245,1.0714285714285714,98
England,1.7485178810480015,2.9831707783515014,10458
Estonia,1.9843310566492567,3.0293290478103656,2489
Faroe Islands,1.5168269230769231,3.519230769230769,416
Fiji Islands,0.0,1.0,1
Finland,1.4792452830188678,2.268805031446541,7950
France,1.0046260601387818,1.7455666923670008,1297
Germany,1.2506158646740022,1.9692067662998851,12178
Greece,1.390990990990991,2.4054054054054053,555
Greenland,0.0,0.0,30
Guam,2.0,1.0,1
Guatemala,2.0,3.0,2
Honduras,1.0,5.0,1
Hong Kong,7.0,13.024390243902438,41
Hungary,0.893046240734204,1.7423226261913167,2833
Iceland,1.2937062937062938,2.006993006993007,143
India,0.8666666666666667,2.0,15
Indonesia,0.5,1.0,16
Iraq,1.0,2.0,2
Ireland,1.3736842105263158,2.931578947368421,190
Isle of Man,0.15384615384615385,0.0,13
Israel,1.652754590984975,1.7312186978297162,1797
Italy,0.8575015693659761,1.701820464532329,1593
Japan,1.4213709677419355,3.409274193548387,496
Jersey,1.0,1.3333333333333333,3
Jordan,0.0,1.0,1
Kazakhstan,0.0,4.0,2
Latvia,1.7642276422764227,2.8780487804878048,246
Lithuania,1.0874316939890711,2.0491803278688523,183
Luxembourg,1.2857142857142858,2.8877551020408165,98
Macedonia,1.6666666666666667,3.3333333333333335,3
Malaysia,2.9205479452054797,2.6949771689497717,1095
Malta,1.5,2.0,2
Marshall Islands,1.3333333333333333,1.7142857142857142,21
Mauritius,1.5,1.0,2
Mexico,0.8482490272373541,2.4474708171206228,257
Moldova,1.919831223628692,2.5063291139240507,237
Monaco,1.0,1.0,1
Mozambique,0.7083333333333334,1.7916666666666667,24
Netherlands,1.6137577594918435,2.19399451421972,69270
New Zealand,1.5563770794824399,2.153419593345656,541
Norfolk Island,0.0,0.0,5
North Korea,1.0,2.7857142857142856,14
Northern Ireland,1.3287671232876712,2.2054794520547945,73
Norway,1.5138795762370927,2.701622636448974,7457
Palestine,1.0,2.0,1
Panama,1.0294117647058822,2.2941176470588234,34
Paraguay,0.875,1.7083333333333333,24
Peru,1.0,2.3333333333333335,3
Philippines,1.4444444444444444,2.4444444444444446,9
Poland,0.8380306193458594,1.4561586638830897,5748
Portugal,1.5666666666666667,2.47,300
Puerto Rico,1.5,3.25,4
Romania,2.006289308176101,2.9748427672955975,159
Russia,0.959866220735786,1.1036789297658862,299
Saint Helena,2.3333333333333335,2.466666666666667,15
Scotland,1.2163672654690618,2.2670658682634732,2505
Serbia,1.8758064516129032,2.6274193548387097,620
Singapore,1.7222222222222223,3.888888888888889,36
Slovak Republic,1.1784007645747052,1.9214718063077414,6278
Slovakia,0.07407407407407407,0.2962962962962963,27
Slovenia,1.6409883720930232,3.457848837209302,688
South Africa,1.4338235294117647,3.0955882352941178,136
South Korea,1.1538461538461537,3.0,13
Spain,0.8763565891472869,1.3988372093023256,2580
Sweden,1.5150055204255746,2.054903141624009,9963
Switzerland,1.6860927152317882,2.7350993377483444,755
Syria,1.0,1.0,1
Taiwan,1.6595744680851063,3.25531914893617,47
Tanzania,0.5,1.0,2
Thailand,0.9805194805194806,1.744461420932009,2618
Turkey,1.1758241758241759,1.978021978021978,91
Uganda,0.0,4.0,1
Ukraine,1.545045045045045,1.9684684684684686,222
United Arab Emirates,1.0,3.0,1
"United States, Alabama",1.6403508771929824,2.5921052631578947,456
"United States, Alaska",1.2878228782287824,2.003690036900369,271
"United States, Arizona",1.7140762463343109,3.780058651026393,682
"United States, Arkansas",1.3555555555555556,3.3555555555555556,90
"United States, California",1.712655601659751,3.2614107883817427,2892
"United States, Colorado",2.0565262076053443,3.8520041109969165,973
"United States, Connecticut",1.5502392344497609,3.2200956937799043,209
"United States, Delaware",1.6458333333333333,3.46875,96
"United States, Florida",1.7444289693593316,3.4394150417827296,1436
"United States, Georgia",1.7384155455904335,3.403587443946188,669
"United States, Hawaii",1.75,2.6875,16
"United States, Idaho",1.6334841628959276,3.1312217194570136,221
"United States, Illinois",1.7309904153354632,3.440894568690096,1565
"United States, Indiana",1.526536312849162,3.238826815642458,716
"United States, Iowa",1.6767371601208458,4.04833836858006,331
"United States, Kansas",1.6798029556650247,3.3497536945812807,203
"United States, Kentucky",1.5817307692307692,3.1346153846153846,208
"United States, Louisiana",1.5039370078740157,3.4881889763779528,127
"United States, Maine",1.5952380952380953,3.3452380952380953,84
"United States, Maryland",1.381451009723261,2.8227374719521316,1337
"United States, Massachusetts",1.7482517482517483,3.2634032634032635,429
"United States, Michigan",1.988871224165342,3.60731319554849,629
"United States, Minnesota",1.7216890595009597,3.4616122840690977,1042
"United States, Mississippi",1.1363636363636365,3.1363636363636362,44
"United States, Missouri",1.8350951374207187,3.712473572938689,473
"United States, Montana",2.0789473684210527,3.6052631578947367,38
"United States, Nebraska",1.2162162162162162,2.2432432432432434,518
"United States, Nevada",1.0890410958904109,2.7363013698630136,292
"United States, New Hampshire",1.8557692307692308,3.1538461538461537,208
"United States, New Jersey",1.4927007299270072,2.895985401459854,1096
"United States, New Mexico",2.0112359550561796,3.235955056179775,89
"United States, New York",1.5262773722627738,3.0802919708029197,1370
"United States, North Carolina",1.7174770039421814,2.888304862023653,761
"United States, North Dakota",0.88,2.08,50
"United States, Ohio",1.7212971078001753,3.521472392638037,1141
"United States, Oklahoma",1.6424242424242423,3.587878787878788,165
"United States, Oregon",1.4728506787330318,3.3076923076923075,442
"United States, Pennsylvania",1.6755434782608696,2.9766304347826087,1840
"United States, Rhode Island",1.7272727272727273,3.4242424242424243,66
"United States, South Carolina",1.875,3.9027777777777777,144
"United States, South Dakota",1.619047619047619,2.2857142857142856,21
"United States, Tennessee",1.568445475638051,2.74245939675174,431
"United States, Texas",1.3042789223454834,2.438985736925515,1893
"United States, Utah",1.2592592592592593,2.9537037037037037,108
"United States, Vermont",1.8571428571428572,4.961038961038961,77
"United States, Virginia",1.5997770345596432,3.051282051282051,897
"United States, Washington",1.6797583081570997,3.1880664652567976,1324
"United States, West Virginia",1.2857142857142858,2.380952380952381,84
"United States, Wisconsin",1.8068493150684932,3.5684931506849313,730
"United States, Wyoming",1.7391304347826086,5.173913043478261,23
Uruguay,0.2857142857142857,0.7142857142857143,7
Uzbekistan,0.0,2.0,1
Venezuela,4.771428571428571,7.514285714285714,35
Virgin Islands (U.S.),2.0,2.0,1
Wales,1.4,3.466666666666667,15
Zambia,0.0,2.0,1
nan,1.0,4.0,1
