country,neg_words,pos_words,nb_review
Argentina,0.0,0.0,3
Ascension Island,1.2692307692307692,3.3846153846153846,26
Australia,2.0184229918938836,4.157700810611644,1357
Austria,2.4545454545454546,3.978609625668449,187
Bangladesh,3.0,1.0,1
Belarus,1.309090909090909,2.0727272727272728,55
Belgium,2.1635311143270624,3.279305354558611,1382
Bermuda,2.25,4.25,16
Bolivia,2.945945945945946,3.7567567567567566,37
Brazil,0.4435483870967742,1.1451612903225807,248
Bulgaria,0.875,2.625,8
Cambodia,3.0508474576271185,6.322033898305085,59
Canada,1.7711700721764765,3.455220087425028,9837
Chile,1.9183673469387754,4.428571428571429,49
China,1.7741935483870968,2.225806451612903,31
Croatia,1.5819672131147542,2.5245901639344264,244
Cyprus,1.0743801652892562,1.6859504132231404,121
Czech Republic,1.2914572864321607,2.2110552763819094,199
Denmark,1.5983641842445113,2.287128712871287,6969
Dominican Republic,0.2857142857142857,0.2857142857142857,7
Ecuador,0.25,3.5,4
El Salvador,0.6863905325443787,1.6923076923076923,169
England,1.840597503580929,3.5037855535093105,4887
Estonia,1.9761904761904763,3.511904761904762,336
Faroe Islands,1.6666666666666667,3.719298245614035,57
Finland,1.4931972789115646,2.515646258503401,2940
France,1.0514705882352942,2.1862745098039214,408
Germany,1.3101045296167246,2.2932636469221834,1722
Ghana,0.0,4.0,1
Greece,1.5207547169811322,2.969811320754717,265
Guam,1.05,3.45,20
Guatemala,0.5,0.5,2
Hong Kong,4.507692307692308,8.392307692307693,130
Hungary,1.1139601139601139,2.2336182336182335,351
Iceland,1.0126582278481013,2.3164556962025316,79
India,0.75,2.2083333333333335,24
Indonesia,0.6923076923076923,0.7692307692307693,13
Ireland,1.5485232067510548,3.729957805907173,237
Israel,1.4901960784313726,1.9215686274509804,969
Italy,0.9824,2.0992,625
Japan,1.5366631243358129,3.5557917109458024,941
Jersey,0.5,2.5,2
Latvia,2.0384615384615383,3.33974358974359,156
Lithuania,1.4814814814814814,3.3333333333333335,27
Luxembourg,1.8846153846153846,4.346153846153846,26
Malaysia,2.8584070796460175,2.752212389380531,113
Mexico,1.1506276150627615,2.3891213389121337,239
Moldova,1.6923076923076923,3.1538461538461537,26
Mozambique,0.727810650887574,2.3254437869822486,169
Netherlands,1.5479270315091211,2.567827529021559,3015
New Zealand,1.4155251141552512,3.1118721461187215,438
Norfolk Island,0.0,0.0,3
North Korea,1.5625,2.4375,16
Northern Ireland,1.3,2.1333333333333333,30
Norway,1.6617283950617283,2.962962962962963,2430
Pakistan,1.0,2.0,1
Panama,0.8571428571428571,5.285714285714286,14
Paraguay,0.6666666666666666,2.3333333333333335,3
Peru,1.0,0.0,2
Philippines,1.0666666666666667,2.0,15
Poland,0.7145098039215686,1.6541176470588235,1275
Portugal,1.955223880597015,3.455223880597015,134
Puerto Rico,0.6111111111111112,2.5,18
Romania,2.048076923076923,3.0288461538461537,104
Russia,0.9574468085106383,1.0851063829787233,47
Saint Helena,4.0,2.0,1
Scotland,1.4084177708495713,2.994544037412315,1283
Serbia,1.4375,2.75,32
Singapore,2.8714285714285714,4.557142857142857,70
Slovak Republic,1.3823529411764706,2.5551470588235294,272
Slovakia,0.0,0.0,1
Slovenia,2.037037037037037,4.580246913580247,81
South Africa,1.962962962962963,3.1481481481481484,27
South Korea,1.4814814814814814,2.8518518518518516,27
Spain,0.7151639344262295,1.290983606557377,976
Sweden,1.580660914862445,1.8600032557382387,6143
Switzerland,1.585561497326203,3.1684491978609626,374
Taiwan,0.9672131147540983,1.9344262295081966,61
Thailand,1.027027027027027,2.5495495495495497,111
Turkey,2.336448598130841,2.1121495327102804,107
Ukraine,1.5555555555555556,2.0555555555555554,18
"United States, Alabama",1.4624759461193073,3.249518922386145,1559
"United States, Alaska",1.458937198067633,2.966183574879227,414
"United States, Arizona",1.8264260249554367,4.358957219251337,4488
"United States, Arkansas",1.6296296296296295,3.771851851851852,675
"United States, California",1.6477128087902952,3.350494843754059,38497
"United States, Colorado",2.148635381896721,4.003337914784999,5093
"United States, Connecticut",1.8291316526610644,3.3053221288515404,1071
"United States, Delaware",1.7440318302387268,3.9416445623342176,754
"United States, Florida",1.7196732212406194,3.533960292580982,10527
"United States, Georgia",1.737847469707769,3.7964362081254457,14030
"United States, Hawaii",1.5123456790123457,4.012345679012346,162
"United States, Idaho",1.7300319488817892,3.4387646432374868,1878
"United States, Illinois",1.948685326547922,4.124540571105457,7074
"United States, Indiana",1.7558916637354907,3.594794231445656,2843
"United States, Iowa",1.5507868383404864,3.284692417739628,1398
"United States, Kansas",1.7518097207859358,3.9958634953464323,967
"United States, Kentucky",1.3843710292249047,2.9307496823379924,1574
"United States, Louisiana",1.8549715009499683,3.214059531348955,1579
"United States, Maine",1.670520231213873,4.069364161849711,346
"United States, Maryland",1.8594099240053643,3.5049172999552973,4474
"United States, Massachusetts",1.9679960610536682,3.929098966026588,2031
"United States, Michigan",2.307079646017699,4.590560471976401,3390
"United States, Minnesota",1.706989879971758,3.4914097434690516,4249
"United States, Mississippi",1.4915730337078652,3.634831460674157,356
"United States, Missouri",1.7007801743919229,3.7659476824231297,2179
"United States, Montana",1.5569620253164558,3.6751054852320677,237
"United States, Nebraska",1.832512315270936,3.6420361247947457,609
"United States, Nevada",1.1352201257861636,3.175202156334232,2226
"United States, New Hampshire",2.266995073891626,4.009852216748769,1015
"United States, New Jersey",1.50944359367024,3.293346945720606,5877
"United States, New Mexico",2.139344262295082,3.889344262295082,244
"United States, New York",1.5980845969672786,3.3968076616121308,6265
"United States, North Carolina",1.7255756067205974,3.59738643434972,4821
"United States, North Dakota",0.8255813953488372,2.7209302325581395,172
"United States, Ohio",1.7893186989693481,3.850354704858787,7471
"United States, Oklahoma",1.5748865355521937,3.5128593040847202,661
"United States, Oregon",1.6415347464448617,3.5610410517842768,3727
"United States, Pennsylvania",1.7495390855457227,3.3382190265486726,10848
"United States, Rhode Island",2.5898876404494384,4.455056179775281,178
"United States, South Carolina",1.7789904502046385,3.8458390177353343,1466
"United States, South Dakota",1.6666666666666667,2.2444444444444445,45
"United States, Tennessee",1.6022556390977443,3.2030075187969924,3990
"United States, Texas",1.4179967615082119,2.727619708535739,8646
"United States, Utah",1.1587982832618027,2.8497854077253217,699
"United States, Vermont",2.737078651685393,5.887640449438202,445
"United States, Virginia",1.6397795591182365,3.2692050768203074,5988
"United States, Washington",1.848219497956801,3.85697606538237,6852
"United States, West Virginia",1.0926365795724466,2.4204275534441804,842
"United States, Wisconsin",1.9526678141135974,3.7880091795754445,3486
"United States, Wyoming",2.0,5.333333333333333,60
Venezuela,4.791666666666667,7.708333333333333,48
Vietnam,1.5,3.0,2
Virgin Islands (U.S.),0.5,2.0,2
Wales,2.6666666666666665,3.3333333333333335,9
