country,neg_words,pos_words,nb_review
Afghanistan,3.0,2.0,1
American Samoa,0.0,1.0,1
Andorra,3.5,10.0,2
Argentina,0.3333333333333333,0.0,3
Ascension Island,2.142857142857143,2.7142857142857144,7
Australia,2.396153846153846,4.032307692307692,1300
Austria,2.9127906976744184,3.813953488372093,172
Bangladesh,0.0,1.0,1
Belarus,1.3333333333333333,1.5714285714285714,105
Belgium,2.2956627978008552,3.081857055589493,1637
Bermuda,1.6774193548387097,3.6451612903225805,31
Bolivia,2.0,3.7857142857142856,14
Brazil,0.7555555555555555,1.6666666666666667,45
Bulgaria,4.666666666666667,4.0,3
Cambodia,2.6666666666666665,4.083333333333333,48
Canada,2.072771145542291,3.316484632969266,7874
Chile,3.1142857142857143,5.771428571428571,35
China,1.7619047619047619,2.4285714285714284,21
Colombia,2.5,4.25,4
Croatia,1.7772511848341233,2.3554502369668247,211
Cyprus,1.15,2.05,20
Czech Republic,1.6020942408376964,2.3141361256544504,191
Denmark,1.647946201381316,2.201472191930207,11004
Dominican Republic,0.16666666666666666,0.4166666666666667,12
Ecuador,1.5,0.5,2
Egypt,1.0,3.0,1
El Salvador,0.984375,1.171875,64
England,2.0318280739934713,3.32480957562568,3676
Estonia,2.2855254461335095,3.606741573033708,1513
Faroe Islands,2.064935064935065,3.3701298701298703,154
Finland,1.6596515048653542,2.3380855397148674,4419
France,1.2475490196078431,1.767156862745098,408
Germany,1.3704801422643746,1.892116182572614,1687
Greece,1.7848101265822784,2.721518987341772,158
Guam,1.0,2.75,16
Guatemala,1.0,1.0,1
Hong Kong,3.4025974025974026,5.233766233766234,77
Hungary,1.2374429223744292,1.7534246575342465,219
Iceland,1.3577235772357723,2.0569105691056913,123
India,1.0,2.3846153846153846,13
Indonesia,0.5,0.9285714285714286,14
Ireland,1.9807692307692308,3.6586538461538463,208
Isle of Man,3.75,3.5,4
Israel,1.3966346153846154,1.8725961538461537,416
Italy,1.0197486535008977,1.7342908438061042,557
Japan,1.680722891566265,3.6656626506024095,332
Kenya,3.0,2.0,1
Latvia,2.3333333333333335,3.5555555555555554,126
Lithuania,1.7058823529411764,3.9411764705882355,17
Luxembourg,1.7419354838709677,4.193548387096774,31
Malaysia,2.779816513761468,2.5779816513761467,109
Marshall Islands,2.0,3.0,1
Mauritius,1.0,2.0,2
Mexico,1.1741573033707866,2.561797752808989,178
Moldova,2.183673469387755,2.6530612244897958,49
Mozambique,1.0,1.575,40
Netherlands,1.7591439688715953,2.310894941634241,2570
New Zealand,1.891566265060241,3.0542168674698793,166
Norfolk Island,0.3333333333333333,0.3333333333333333,3
North Korea,1.7,2.45,20
Northern Ireland,1.9607843137254901,1.9411764705882353,51
Norway,1.723859268749384,2.55845734371407,30441
Pakistan,2.0,2.0,1
Panama,0.5,0.5,2
Paraguay,1.0,3.0,1
Peru,1.0,0.0,2
Philippines,2.4285714285714284,1.9285714285714286,14
Poland,0.803050397877984,1.5543766578249336,1508
Portugal,1.8581560283687943,3.0567375886524824,141
Puerto Rico,1.0,3.75,8
Romania,2.35,3.2,60
Russia,0.7908496732026143,1.196078431372549,153
Saudi Arabia,2.0,4.0,3
Scotland,1.666923076923077,2.6453846153846152,1300
Serbia,1.8695652173913044,2.869565217391304,23
Singapore,3.0,5.318181818181818,22
Slovak Republic,1.632,2.18,250
Slovenia,2.027027027027027,4.378378378378378,37
South Africa,1.5,2.6,20
South Korea,1.25,2.9375,16
Spain,0.8197381671701913,1.2789526686807653,993
Sweden,1.5895034458384873,1.770454143841668,5659
Switzerland,1.901639344262295,2.579234972677596,366
Taiwan,1.3333333333333333,1.5686274509803921,51
Thailand,1.0970149253731343,2.3582089552238807,134
Turkey,2.3548387096774195,1.8387096774193548,31
Ukraine,1.5384615384615385,1.7115384615384615,52
"United States, Alabama",1.7425925925925927,3.0953703703703703,1080
"United States, Alaska",1.5226130653266332,2.6884422110552766,199
"United States, Arizona",1.880774456521739,3.7326766304347827,2944
"United States, Arkansas",2.321766561514196,4.457413249211356,317
"United States, California",1.9366892116642642,3.47388845770041,9019
"United States, Colorado",1.9831212672033238,3.6393144637756425,3851
"United States, Connecticut",1.9113018597997138,3.180257510729614,699
"United States, Delaware",1.8925233644859814,3.453271028037383,428
"United States, Florida",1.9319407008086253,3.4033018867924527,5936
"United States, Georgia",2.0301578354002254,3.6606538895152196,3548
"United States, Hawaii",1.8103448275862069,3.103448275862069,58
"United States, Idaho",1.796039603960396,3.237623762376238,1010
"United States, Illinois",1.7869739140233252,3.5906248239337426,17749
"United States, Indiana",1.7407992774892753,3.1284714382479115,4429
"United States, Iowa",1.8156871712782987,3.6361765378458726,4373
"United States, Kansas",1.792514239218877,3.848657445077299,1229
"United States, Kentucky",1.5460405156537753,2.813075506445672,1086
"United States, Louisiana",1.8384955752212389,3.0331858407079646,452
"United States, Maine",1.8202614379084967,3.673202614379085,306
"United States, Maryland",1.8478345688646118,3.795161919625439,2563
"United States, Massachusetts",2.05156382079459,3.210481825866441,1183
"United States, Michigan",1.9200569568755086,3.35720097640358,4916
"United States, Minnesota",1.7705766710353867,3.355897771952818,15260
"United States, Mississippi",1.63125,2.56875,320
"United States, Missouri",1.7992660550458717,3.4355963302752293,2725
"United States, Montana",1.7905759162303665,3.4345549738219896,382
"United States, Nebraska",1.599434495758718,2.6691800188501413,1061
"United States, Nevada",1.4073569482288828,2.965940054495913,734
"United States, New Hampshire",1.985352862849534,3.503328894806924,751
"United States, New Jersey",1.6389732266077837,2.8804857852608334,3623
"United States, New Mexico",1.7172774869109948,2.806282722513089,191
"United States, New York",1.7916241062308478,3.156026557711951,3916
"United States, North Carolina",1.9156102861282145,3.5295182904744657,2761
"United States, North Dakota",1.515923566878981,2.6496815286624202,157
"United States, Ohio",1.9940315475344608,3.909052152906068,7037
"United States, Oklahoma",1.7813121272365806,2.9204771371769382,503
"United States, Oregon",1.6266137040714994,2.914101290963257,2014
"United States, Pennsylvania",1.8242827238024875,2.862578500184706,8121
"United States, Rhode Island",2.3378378378378377,3.4324324324324325,74
"United States, South Carolina",1.6430260047281324,3.1560283687943262,423
"United States, South Dakota",1.2599118942731278,2.3348017621145374,227
"United States, Tennessee",1.5731019522776573,2.650759219088937,2305
"United States, Texas",1.5442321302193913,2.424628450106157,5652
"United States, Utah",1.33003300330033,2.782178217821782,303
"United States, Vermont",2.45625,4.66875,320
"United States, Virginia",1.7588315217391304,2.9456521739130435,2944
"United States, Washington",1.820822622107969,3.455784061696658,3890
"United States, West Virginia",1.3436293436293436,2.5135135135135136,259
"United States, Wisconsin",1.7651099932427359,3.398978902319994,26638
"United States, Wyoming",1.832214765100671,5.134228187919463,149
Vatican City,0.0,6.0,1
Venezuela,4.438271604938271,5.160493827160494,162
