,country,neg_words,pos_words,nb_review
0,Antarctica,2.5,5.5,4
1,Aotearoa,6.0,6.0,2
2,Australia,3.8099547511312215,8.800904977375566,221
3,Austria,2.242424242424242,6.242424242424242,33
4,Bahamas,2.789473684210526,6.157894736842105,19
5,Belgium,3.2641509433962264,7.3584905660377355,53
6,Bolivia,1.2,4.6,5
7,Bouvet Island,3.0,3.0,1
8,Brazil,3.4651162790697674,5.627906976744186,43
9,Burkina Faso,2.0,7.666666666666667,3
10,Cambodia,5.0,4.0,1
11,Canada,3.397131552917903,7.351879327398615,4044
12,Chile,5.0,5.0,1
13,China,3.0,7.0588235294117645,34
14,Costa Rica,0.5,5.0,2
15,Croatia,1.9545454545454546,7.7727272727272725,22
16,Czech Republic,4.0,8.0,1
17,Denmark,1.5789473684210527,3.3157894736842106,19
18,Dominican Republic,2.0,4.0,1
19,England,3.0901960784313727,6.596078431372549,255
20,Faroe Islands,2.5,4.0,2
21,Fiji Islands,2.25,5.75,4
22,Finland,3.375,8.5,8
23,France,3.2295081967213113,7.098360655737705,61
24,Germany,3.2,7.589247311827957,465
25,Greece,0.0,7.0,1
26,Guam,3.0,1.0,1
27,Hong Kong,3.9166666666666665,9.333333333333334,12
28,Hungary,2.0,8.0,1
29,India,1.6666666666666667,3.6666666666666665,3
30,Ireland,3.2857142857142856,8.666666666666666,21
31,Isle of Man,5.333333333333333,16.333333333333332,3
32,Italy,2.0,4.0,7
33,Japan,2.3,5.88,50
34,Jersey,0.0,1.0,1
35,Jordan,3.75,6.25,8
36,Lesotho,3.3714285714285714,8.1,70
37,Luxembourg,1.0,6.5,2
38,Malaysia,1.0,2.0,1
39,Mexico,3.277310924369748,7.453781512605042,119
40,Netherlands,5.392670157068062,11.743455497382199,191
41,Northern Ireland,3.8518518518518516,9.814814814814815,27
42,Northern Mariana Islands,2.0,9.0,1
43,Norway,1.1666666666666667,6.0,6
44,Panama,4.357142857142857,4.857142857142857,14
45,Philippines,2.0,8.0,1
46,Poland,2.694915254237288,6.694915254237288,59
47,Portugal,3.5,4.5,2
48,Puerto Rico,2.5,7.875,8
49,Romania,2.1443298969072164,3.556701030927835,97
50,Russia,2.909090909090909,7.636363636363637,11
51,Scotland,3.6666666666666665,9.755555555555556,45
52,Serbia,1.5,2.0,2
53,Slovak Republic,1.0,7.0,1
54,South Africa,6.055555555555555,11.5,18
55,Spain,2.92,6.74,50
56,Svalbard and Jan Mayen Islands,2.0,4.0,1
57,Sweden,3.1020408163265305,6.23469387755102,98
58,Switzerland,2.9,7.7,10
59,Taiwan,2.5,3.5,4
60,Tajikistan,3.75,4.375,8
61,Thailand,2.7142857142857144,6.904761904761905,42
62,Trinidad and Tobago,0.0,2.0,1
63,Ukraine,1.0,4.0,6
64,United Arab Emirates,3.6363636363636362,5.818181818181818,11
65,"United States, Alabama",3.016177351707609,7.541042540443379,1669
66,"United States, Alaska",3.317415730337079,9.095505617977528,356
67,"United States, Arizona",3.357733927434755,7.908338637810312,1571
68,"United States, Arkansas",2.1824526420737786,5.563310069790628,1003
69,"United States, California",3.4930043789383745,7.746128377656734,9363
70,"United States, Colorado",3.507033997655334,8.87202032043767,5118
71,"United States, Connecticut",3.05685618729097,7.2299331103678925,3588
