country,neg_words,pos_words,nb_review
Andorra,3.0,4.333333333333333,12
Argentina,0.7142857142857143,0.14285714285714285,7
Ascension Island,1.7333333333333334,2.1333333333333333,15
Australia,2.172787318361955,3.936856010568032,3785
Austria,2.518181818181818,3.4515151515151516,330
Belarus,1.3825136612021858,1.9453551912568305,183
Belgium,1.924662715924852,2.4553019795738242,15862
Bermuda,2.2335329341317367,2.754491017964072,167
Bolivia,2.608695652173913,4.782608695652174,23
Brazil,0.6578014184397163,1.5780141843971631,564
Bulgaria,0.45454545454545453,1.8181818181818181,11
Cambodia,2.3617021276595747,4.23404255319149,47
Canada,1.9008081128188876,3.373871018855966,12622
Chile,2.072992700729927,4.255474452554744,137
China,1.2075471698113207,2.0,106
Colombia,0.9298245614035088,3.789473684210526,57
Costa Rica,0.0,4.0,1
Croatia,1.8282025819265144,2.5213505461767625,1007
Cyprus,1.0613496932515338,1.8711656441717792,163
Czech Republic,1.433384379785605,2.091883614088821,653
Denmark,1.4866800221644432,2.2748817185968204,23461
Dominican Republic,0.1337386018237082,0.02735562310030395,329
Ecuador,1.2,3.2,10
El Salvador,0.5737704918032787,1.5163934426229508,122
England,1.6857452951897283,2.8231728544222143,48833
Estonia,1.952891791044776,3.2472014925373136,2144
Faroe Islands,1.78,3.5342857142857143,350
Finland,1.5022742935906273,2.2224672639558927,7255
France,0.9239675800849093,1.5989965264376689,2591
French Guiana,0.6666666666666666,0.3333333333333333,3
Germany,1.3908817812334335,2.0515992224774697,5659
Greece,1.564102564102564,2.4743589743589745,390
Greenland,0.0,0.0,3
Guam,0.8,3.8,5
Guatemala,1.2,4.0,5
Hong Kong,6.106951871657754,11.796791443850267,187
Hungary,1.1685393258426966,2.0655430711610485,1068
Iceland,1.3622704507512522,2.2253756260434057,599
India,1.2727272727272727,2.696969696969697,33
Indonesia,0.2,0.6,10
Ireland,2.2688524590163937,3.9098360655737703,610
Isle of Man,1.0,1.0,5
Israel,1.775255391600454,2.209988649262202,881
Italy,0.9446079743109446,1.8092052448488092,3737
Japan,1.708955223880597,3.468283582089552,1072
Jersey,1.75,2.75,4
Latvia,1.8295165394402035,2.376590330788804,393
Lithuania,2.2448979591836733,4.163265306122449,98
Luxembourg,1.621875,3.178125,320
Malaysia,2.809364548494983,2.8049052396878484,897
Marshall Islands,0.8571428571428571,0.8571428571428571,7
Mauritius,0.0,2.0,1
Mexico,1.0286624203821657,2.171974522292994,314
Moldova,1.7006802721088434,2.2108843537414966,147
Mozambique,0.8405797101449275,1.9565217391304348,69
Netherlands,1.5811703633789522,2.236904200094384,12714
New Zealand,1.6638054363376251,3.0972818311874106,699
North Korea,1.1388888888888888,2.638888888888889,36
Northern Ireland,1.4107744107744107,2.006734006734007,297
Norway,1.60688630170919,2.5376517215754273,8074
Oman,1.5,1.5,2
Pakistan,3.0,7.0,1
Panama,0.6521739130434783,2.4347826086956523,23
Paraguay,1.0,0.0,1
Peru,0.6363636363636364,1.0,11
Philippines,1.6666666666666667,3.3333333333333335,6
Poland,0.9236521054702873,1.7327823691460056,2541
Portugal,1.8266666666666667,2.820952380952381,525
Puerto Rico,2.090909090909091,5.909090909090909,11
Romania,2.1363636363636362,3.409090909090909,176
Russia,0.845,1.095,200
Saint Helena,2.0,2.5,4
Saudi Arabia,1.0,5.0,1
Scotland,1.6302725968436156,2.7308464849354377,6970
Serbia,1.5176470588235293,2.523529411764706,170
Singapore,2.9814814814814814,4.037037037037037,54
Slovak Republic,1.278857142857143,2.158857142857143,875
Slovakia,0.0,0.0,2
Slovenia,1.945578231292517,3.6530612244897958,294
South Africa,1.7466666666666666,3.2066666666666666,150
South Korea,1.2183908045977012,2.7758620689655173,174
Spain,0.8288577154308617,1.3623246492985972,2495
Sweden,1.5148422136904205,1.743047101788557,10679
Switzerland,1.7007874015748032,2.562554680664917,1143
Taiwan,1.654320987654321,2.753086419753086,81
Thailand,1.057052297939778,1.9603803486529319,631
Turkey,1.3333333333333333,2.422222222222222,90
Uganda,4.0,0.0,1
Ukraine,1.5,2.15,100
"United States, Alabama",1.8915094339622642,3.4779874213836477,636
"United States, Alaska",1.4882506527415145,1.9973890339425588,383
"United States, Arizona",2.291592128801431,4.9087656529517,1118
"United States, Arkansas",1.7975206611570247,4.433884297520661,242
"United States, California",1.895468182535923,3.4637612505921362,6333
"United States, Colorado",2.589063345966432,4.258256632376828,1847
"United States, Connecticut",1.920152091254753,3.349809885931559,526
"United States, Delaware",2.1385281385281387,3.83982683982684,231
"United States, Florida",2.036386849664858,3.6342164060006383,3133
"United States, Georgia",2.0318181818181817,3.9015151515151514,1320
