country,neg_words,pos_words,nb_review
Argentina,1.0,0.0,2
Ascension Island,1.0,2.769230769230769,13
Australia,1.9396681749622926,3.808446455505279,663
Austria,2.792207792207792,4.1558441558441555,77
Bangladesh,1.0,1.0,1
Belarus,1.1016949152542372,1.88135593220339,59
Belgium,2.3604269293924465,3.2298850574712645,1218
Bermuda,0.96,3.08,25
Bolivia,3.0869565217391304,4.391304347826087,23
Bosnia and Herzegovina,0.0,5.0,1
Brazil,0.6455696202531646,0.9873417721518988,79
Bulgaria,1.0,1.0,3
Cambodia,2.4123711340206184,5.123711340206185,97
Canada,1.8327195192866834,3.26355236802998,15477
Chile,2.0454545454545454,3.227272727272727,22
China,1.4782608695652173,3.782608695652174,23
Croatia,1.7164179104477613,2.044776119402985,67
Cyprus,1.309090909090909,1.5818181818181818,55
Czech Republic,1.0723684210526316,2.1447368421052633,152
Denmark,1.7307262569832402,2.1602553870710297,6265
Dominican Republic,0.0,1.0,1
Ecuador,1.25,1.875,8
El Salvador,0.49557522123893805,1.4336283185840708,113
England,1.9844274809160305,3.229312977099237,3275
Estonia,2.0185185185185186,3.567901234567901,324
Faroe Islands,2.2419354838709675,4.5,62
Finland,1.552413456850317,2.2447586543149685,2051
France,1.3583333333333334,2.05,120
Germany,1.2302463891248938,1.8903993203058624,1177
Ghana,1.0,3.0,1
Greece,1.6993006993006994,2.6923076923076925,143
Guam,0.6666666666666666,2.2666666666666666,15
Hong Kong,3.6333333333333333,7.233333333333333,30
Hungary,1.0793650793650793,1.6507936507936507,126
Iceland,1.4266666666666667,2.2266666666666666,75
India,1.5,3.0,10
Indonesia,0.5714285714285714,0.5714285714285714,7
Ireland,1.7261904761904763,3.0476190476190474,84
Israel,1.4733333333333334,1.8816666666666666,600
Italy,1.2447368421052631,2.213157894736842,380
Japan,1.5579514824797844,3.3414195867026057,1113
Latvia,1.7674418604651163,2.941860465116279,86
Lebanon,1.0,3.0,2
Lithuania,0.0,2.0,1
Luxembourg,2.0,3.25,32
Malaysia,2.842857142857143,2.6714285714285713,70
Mexico,1.2608695652173914,2.5434782608695654,46
Moldova,2.0714285714285716,1.5,14
Mozambique,0.6923076923076923,2.0256410256410255,78
Netherlands,1.633877706038739,2.379794910748196,2633
New Zealand,1.7136563876651982,3.7400881057268722,227
North Korea,0.8,1.8,5
Northern Ireland,1.4666666666666666,1.8,15
Norway,1.8781725888324874,2.9035532994923856,1773
Panama,2.3333333333333335,4.0,9
Peru,0.6666666666666666,0.0,6
Philippines,1.3157894736842106,2.289473684210526,38
Poland,0.9284552845528455,2.240650406504065,615
Portugal,1.6774193548387097,4.086021505376344,93
Romania,2.25,3.484375,64
Russia,0.5555555555555556,1.6666666666666667,9
Scotland,1.494269340974212,2.5759312320916905,698
Serbia,2.1363636363636362,2.590909090909091,22
Singapore,3.0,5.0,8
Slovak Republic,1.0310077519379846,1.930232558139535,129
Slovenia,2.4186046511627906,3.9767441860465116,43
South Africa,1.75,2.95,20
South Korea,1.2142857142857142,1.5714285714285714,14
Spain,0.9366666666666666,1.3816666666666666,600
Sweden,1.869880277252678,1.8386893509766855,3174
Switzerland,1.868421052631579,2.758771929824561,228
Taiwan,0.6923076923076923,1.9230769230769231,26
Thailand,1.0416666666666667,2.3666666666666667,120
Turkey,2.336842105263158,1.9684210526315788,95
Ukraine,1.1578947368421053,1.9473684210526316,19
"United States, Alabama",1.6496465043205029,3.537313432835821,1273
"United States, Alaska",1.5716814159292036,2.7628318584070795,565
"United States, Arizona",1.918979987088444,4.050032278889606,3098
"United States, Arkansas",1.23768115942029,2.747826086956522,345
"United States, California",1.831124106562703,3.4560103963612736,15390
"United States, Colorado",2.1272727272727274,3.7741532976827092,5610
"United States, Connecticut",2.0424028268551235,3.1389870435806833,849
"United States, Delaware",2.3316326530612246,3.579081632653061,392
"United States, Florida",1.9699260752688172,3.4361559139784945,5952
"United States, Georgia",1.9661876584953508,3.714567483798253,3549
"United States, Hawaii",2.1774193548387095,4.193548387096774,62
"United States, Idaho",1.668383773341919,3.457179652285898,4659
"United States, Illinois",2.171570806293893,4.093519423948796,11249
"United States, Indiana",2.0501696916039545,3.557031134720378,6777
"United States, Iowa",1.8743335872048743,3.281035795887281,1313
"United States, Kansas",2.0194871794871796,3.933333333333333,975
"United States, Kentucky",1.4438085327783559,2.706035379812695,1922
"United States, Louisiana",2.0527638190954773,3.2060301507537687,398
"United States, Maine",2.073170731707317,3.8384146341463414,328
"United States, Maryland",1.9937952430196484,3.4950017235436057,2901
"United States, Massachusetts",2.3217054263565893,3.8074935400516794,1548
"United States, Michigan",2.029490722463482,3.726056060007896,25330
"United States, Minnesota",1.8616936129342083,3.4246838482471587,6247
"United States, Mississippi",1.5360824742268042,2.9948453608247423,194
"United States, Missouri",1.8118214716525936,3.627663852030559,2487
"United States, Montana",1.7358490566037736,3.550943396226415,265
"United States, Nebraska",2.0063291139240507,3.3607594936708862,474
"United States, Nevada",1.1866295264623956,3.0625193438563914,3231
"United States, New Hampshire",2.2612197928653623,3.490218642117376,869
"United States, New Jersey",1.5819711538461538,2.6334134615384617,4160
"United States, New Mexico",1.6571428571428573,3.433333333333333,210
"United States, New York",1.8622540250447228,3.341681574239714,5590
"United States, North Carolina",2.064994298745724,3.5541619156214366,3508
"United States, North Dakota",1.176,2.992,125
"United States, Ohio",1.8072433916924133,3.7881908685204255,17478
"United States, Oklahoma",1.8656429942418427,3.3896353166986564,521
"United States, Oregon",1.4553981106612686,3.195816464237517,14820
"United States, Pennsylvania",1.9623034468395293,3.1682807456003332,9603
"United States, Rhode Island",2.142857142857143,3.5918367346938775,147
"United States, South Carolina",2.297196261682243,3.9364485981308412,535
"United States, South Dakota",1.4285714285714286,2.3877551020408165,49
"United States, Tennessee",1.8089986766651962,2.8416409351565948,2267
"United States, Texas",1.4826904055390702,2.532146389713155,7077
"United States, Utah",1.219611021069692,2.512155591572123,1234
"United States, Vermont",2.583478260869565,6.78695652173913,1150
"United States, Virginia",1.8340587595212188,3.5214907508161044,3676
"United States, Washington",1.8791363529687866,4.030900414613158,12783
"United States, West Virginia",1.3741496598639455,2.32312925170068,294
"United States, Wisconsin",2.1992106356460326,3.3290402991275445,4814
"United States, Wyoming",2.1818181818181817,4.568181818181818,88
Uzbekistan,0.0,2.0,1
Venezuela,6.147368421052631,7.71578947368421,95
Virgin Islands (U.S.),1.0,5.0,1
Wales,1.0,3.0,1
Zimbabwe,2.0,2.0,1
