,country,neg_words,pos_words,nb_review
0,Afghanistan,4.0,14.0,1
1,Angola,0.5,3.0,4
2,Antarctica,2.5714285714285716,6.285714285714286,7
3,Aotearoa,4.0,6.5,4
4,Argentina,3.4285714285714284,8.857142857142858,7
5,Australia,3.9398814563928872,8.485182049110923,1181
6,Austria,2.0454545454545454,6.681818181818182,22
7,Bahamas,2.0625,6.9375,16
8,Belgium,3.015151515151515,5.7272727272727275,66
9,Bermuda,0.5,2.0,2
10,Bhutan,4.5,10.75,4
11,Bolivia,0.5,2.5,2
12,Brazil,3.5686274509803924,6.607843137254902,51
13,Burkina Faso,4.333333333333333,8.5,6
14,Cambodia,2.4444444444444446,5.111111111111111,9
15,Canada,3.546979865771812,7.618239242005527,5066
16,Chile,3.0,5.0,2
17,China,2.25,6.145833333333333,48
18,Costa Rica,1.0,4.571428571428571,7
19,Croatia,2.0,5.6875,16
20,Cyprus,1.6666666666666667,4.333333333333333,3
21,Czech Republic,3.0,6.0,1
22,Denmark,2.4444444444444446,6.777777777777778,18
23,Dominican Republic,2.0,6.0,1
24,England,3.45144804088586,6.7001703577512775,587
25,Fiji Islands,1.9166666666666667,3.6666666666666665,12
26,Finland,1.8333333333333333,6.611111111111111,18
27,France,2.475609756097561,5.426829268292683,82
28,Germany,3.0223880597014925,7.559701492537314,402
29,Greece,2.5,4.833333333333333,12
30,Hong Kong,2.719298245614035,6.771929824561403,57
31,Hungary,3.8,10.6,10
32,Iceland,1.6666666666666667,5.666666666666667,3
33,India,3.3333333333333335,5.0,3
34,Ireland,1.9736842105263157,7.473684210526316,38
35,Isle of Man,1.0,11.0,1
36,Italy,3.0606060606060606,6.757575757575758,33
37,Japan,3.0733333333333333,7.046666666666667,150
38,Jersey,1.0,3.3333333333333335,3
39,Jordan,3.4615384615384617,7.615384615384615,13
40,Lesotho,2.688888888888889,7.766666666666667,90
41,Mexico,2.8402777777777777,6.701388888888889,288
42,Netherlands,3.996913580246914,9.194444444444445,324
43,Northern Ireland,4.208791208791209,9.219780219780219,91
44,Norway,1.9473684210526316,4.526315789473684,19
45,Panama,3.8333333333333335,4.833333333333333,6
46,Philippines,1.0,4.0,3
47,Poland,2.690909090909091,6.6,55
48,Portugal,3.2,7.371428571428571,35
49,Puerto Rico,2.857142857142857,8.071428571428571,14
50,Romania,2.9242424242424243,4.7727272727272725,132
51,Russia,2.36,6.6,25
52,Scotland,3.1775147928994083,7.562130177514793,169
53,Serbia,2.0,3.0,2
54,Singapore,3.4761904761904763,5.333333333333333,21
55,Slovenia,4.222222222222222,9.555555555555555,18
56,South Africa,7.185185185185185,13.37037037037037,27
57,Spain,2.2222222222222223,4.73015873015873,126
58,Svalbard and Jan Mayen Islands,5.0,7.428571428571429,7
59,Sweden,3.5784061696658096,6.26478149100257,389
60,Switzerland,3.28125,8.375,32
61,Taiwan,2.6216216216216215,3.3783783783783785,37
62,Tajikistan,3.411764705882353,6.529411764705882,17
