country,neg_words,pos_words,nb_review
Afghanistan,0.0,2.0,1
Algeria,1.0,1.5,2
Andorra,2.388888888888889,4.722222222222222,18
Argentina,0.14285714285714285,0.5714285714285714,21
Ascension Island,2.076923076923077,3.0,13
Australia,2.344808126410835,4.163656884875847,3544
Austria,2.6385869565217392,3.4918478260869565,368
Belarus,1.3121951219512196,1.951219512195122,205
Belgium,1.9140576275414745,2.6582262691779968,24051
Belize,0.0,1.0,1
Bermuda,2.235294117647059,3.0726643598615917,289
Bolivia,2.342857142857143,4.9714285714285715,35
Bosnia and Herzegovina,0.5,2.0,2
Brazil,0.6741573033707865,1.421859039836568,979
Bulgaria,1.0,2.272727272727273,11
Cambodia,2.6315789473684212,5.157894736842105,76
Canada,1.9559611861301487,3.544887019067653,14737
Chile,2.122448979591837,4.312925170068027,147
China,1.4324324324324325,2.054054054054054,74
Colombia,1.9444444444444444,3.611111111111111,18
Costa Rica,0.0,5.0,1
Croatia,1.8947784810126582,2.8235759493670884,1264
Cyprus,1.2076502732240437,2.158469945355191,183
Czech Republic,1.35989010989011,2.151098901098901,728
Denmark,1.5072328303734366,2.4297859082209463,22467
Dominican Republic,0.1599229287090559,0.04238921001926782,519
Ecuador,1.0,2.7,10
El Salvador,0.8301886792452831,2.349056603773585,106
England,1.92400513478819,3.43063756953359,11685
Estonia,1.917032967032967,3.378021978021978,1820
Faroe Islands,1.9723756906077348,4.276243093922652,362
Finland,1.717239490620293,2.465014377653019,7303
France,0.863406408094435,1.5099494097807757,2965
Germany,1.440280360463453,2.1280217422400227,6991
Greece,1.6284779050736498,2.5270049099836336,611
Greenland,0.0,0.0,2
Guam,1.0,2.3333333333333335,6
Guatemala,1.5,4.5,2
Honduras,2.0,5.0,1
Hong Kong,6.32620320855615,14.641711229946525,187
Hungary,1.2192307692307693,2.330769230769231,1300
Iceland,1.1885714285714286,2.5142857142857142,175
India,1.6382978723404256,3.148936170212766,47
Indonesia,0.5217391304347826,0.6956521739130435,23
Ireland,1.720554272517321,3.2378752886836026,433
Isle of Man,0.0,1.2,5
Israel,1.8958162428219851,2.490566037735849,1219
Italy,0.8441814595660749,1.5694561848408002,3549
Japan,1.8225352112676056,3.797183098591549,1065
Jersey,0.0,8.0,1
Jordan,1.0,2.0,1
Latvia,1.7509025270758123,2.463898916967509,554
Lithuania,1.7435897435897436,3.8974358974358974,78
Luxembourg,1.565217391304348,3.8115942028985508,276
Macedonia,2.0,6.0,1
Malaysia,2.624031007751938,2.9069767441860463,258
Marshall Islands,0.4444444444444444,0.8888888888888888,9
Mexico,1.0835734870317002,2.605187319884726,347
Moldova,1.9760956175298805,2.585657370517928,251
Monaco,2.0,1.0,1
Mozambique,0.5675675675675675,2.3783783783783785,37
Netherlands,1.5578604741546833,2.331033812670035,20584
New Zealand,1.7967145790554415,3.248459958932238,487
Norfolk Island,0.0,0.0,1
North Korea,1.45,2.4166666666666665,60
Northern Ireland,1.1451612903225807,2.129032258064516,124
Norway,1.7058667374568621,2.801566233076719,7534
Oman,1.0,2.5,4
Panama,0.3333333333333333,1.9722222222222223,36
Peru,0.92,0.16,25
Philippines,1.2222222222222223,3.8333333333333335,18
Poland,0.8506810588537651,1.5813415574402467,3891
Portugal,1.6951219512195121,2.7038327526132404,574
Puerto Rico,1.7,3.6,10
Romania,2.240506329113924,3.4219409282700424,237
Russia,0.8621794871794872,1.1955128205128205,312
Saint Helena,3.3333333333333335,3.0,3
San Marino,0.0,1.0,1
Saudi Arabia,0.6666666666666666,4.0,3
Scotland,1.5910390848427074,2.6816015252621543,2098
Serbia,1.3525179856115108,2.273381294964029,278
Singapore,2.8260869565217392,6.760869565217392,46
Slovak Republic,1.4541284403669725,2.3844036697247706,1090
Slovakia,0.0,0.0,2
