country,neg_words,pos_words,nb_review
Algeria,1.0,6.0,1
Argentina,0.7272727272727273,1.1818181818181819,11
Ascension Island,1.9090909090909092,3.4545454545454546,11
Australia,1.9196535244922341,3.6215651135005973,3348
Austria,2.642857142857143,3.9657142857142857,350
Azerbaijan,0.0,1.0,1
Bahamas,0.0,3.0,1
Belarus,1.2358490566037736,2.3962264150943398,106
Belgium,1.9593837535014005,2.57796451914099,2142
Bermuda,1.48,2.28,25
Bolivia,2.857142857142857,4.428571428571429,7
Bosnia and Herzegovina,0.375,0.0,8
Botswana,1.0,2.0,1
Brazil,0.6101694915254238,1.230508474576271,295
Bulgaria,1.0,1.75,12
Cambodia,2.6,5.15,20
Canada,1.7768494975178593,3.3617871413003995,8259
Chile,1.7567567567567568,4.495495495495495,111
China,1.1428571428571428,1.5034013605442176,147
Colombia,1.4166666666666667,3.4166666666666665,12
Croatia,1.6419437340153453,2.346547314578005,782
Cyprus,1.1796875,1.4453125,128
Czech Republic,1.3254113345521024,2.202925045703839,547
Denmark,1.571085757588515,2.34930324590578,23753
Dominican Republic,0.21428571428571427,0.07142857142857142,14
Ecuador,0.7142857142857143,3.4285714285714284,7
El Salvador,0.6153846153846154,1.564102564102564,39
England,1.7298136946527947,2.957154609242681,103325
Estonia,1.894112277498859,3.364217252396166,2191
Faroe Islands,1.964071856287425,3.754491017964072,167
Finland,1.381253879577902,2.2532588454376166,8055
France,1.2558962264150944,2.452830188679245,848
Germany,1.4629213483146069,2.1051685393258426,4450
Greece,1.5340501792114696,2.6415770609319,279
Greenland,0.0,0.0,1
Guam,0.0,5.0,1
Guatemala,2.25,2.25,4
Haiti,1.0,2.0,1
Hong Kong,6.613924050632911,13.879746835443038,158
Hungary,1.0176817288801572,1.9430255402750491,509
Iceland,1.1145833333333333,2.4270833333333335,96
India,0.84,2.8,25
Indonesia,0.8666666666666667,0.6,15
Ireland,2.6751854905193735,4.765869744435284,1213
Isle of Man,1.6666666666666667,3.3333333333333335,3
Israel,1.690909090909091,2.0533333333333332,825
Italy,1.3459475566150179,2.480035756853397,3356
Japan,1.4090225563909775,3.0706766917293233,665
Jersey,1.6,2.76,25
Latvia,1.8636363636363635,3.196969696969697,132
Lithuania,2.256,3.56,125
Luxembourg,1.9307359307359306,2.632034632034632,231
Macedonia,1.6666666666666667,4.333333333333333,3
Malaysia,2.7933130699088147,2.7527862208713274,987
Marshall Islands,0.875,1.125,8
Mauritius,1.5,1.0,2
Mexico,0.8492753623188406,2.1826086956521737,345
Moldova,1.6566265060240963,2.1325301204819276,166
Mozambique,1.1590909090909092,1.7954545454545454,44
Namibia,3.0,2.0,1
Netherlands,1.5919687171003158,2.2597383065122574,6649
New Zealand,1.6377358490566039,3.290566037735849,795
North Korea,1.5,2.4444444444444446,18
Northern Ireland,1.44625,2.00875,800
Norway,1.5069226294357185,2.492146596858639,8595
Pakistan,1.0,2.0,1
Panama,1.0,2.5,2
Paraguay,1.5,3.0,2
Peru,0.9166666666666666,0.25,12
Philippines,0.6666666666666666,1.5,6
Poland,0.8077939233817701,1.6578599735799207,1514
Portugal,1.4771784232365146,2.091286307053942,241
Puerto Rico,0.8,1.85,20
Romania,1.801418439716312,3.127659574468085,141
Russia,0.9363057324840764,1.6178343949044587,157
Saint Helena,2.5,3.75,4
Scotland,1.5460025019902195,2.6577959740702832,17586
Serbia,1.5153846153846153,2.9461538461538463,130
Singapore,3.22,5.32,50
Slovak Republic,1.3328690807799444,2.1434540389972145,718
Slovakia,0.0,0.0,3
Slovenia,1.720403022670025,3.6876574307304786,397
South Africa,1.6703296703296704,3.1758241758241756,182
South Korea,1.25,2.875,8
Spain,0.888771186440678,1.4427966101694916,1888
Sweden,1.4114968207595806,1.6775219109812682,11638
