country,neg_words,pos_words,nb_review
Argentina,0.0,0.2,5
Ascension Island,1.4615384615384615,2.4615384615384617,13
Australia,1.778877887788779,3.6386138613861387,1212
Austria,2.4166666666666665,3.875,72
Belarus,1.4,2.257142857142857,35
Belgium,2.2498060512024827,3.182311869666408,1289
Bermuda,1.4,2.5,20
Bolivia,2.3684210526315788,3.8947368421052633,19
Bosnia and Herzegovina,2.0,1.0,2
Brazil,0.6,1.0529411764705883,170
Bulgaria,0.4,1.6,5
Cambodia,2.4339622641509435,4.415094339622642,53
Canada,1.849735999307539,3.318099195014282,11553
Chile,2.15,4.25,40
China,1.3571428571428572,2.0,42
Colombia,0.0,6.0,1
Croatia,1.6115702479338843,2.1074380165289255,121
Cyprus,1.1470588235294117,1.8235294117647058,68
Czech Republic,1.4615384615384615,2.090909090909091,143
Denmark,1.5734033729610175,2.147083218136577,7234
Dominican Republic,0.1111111111111111,0.1111111111111111,9
Ecuador,0.7142857142857143,2.642857142857143,14
El Salvador,0.6785714285714286,1.869047619047619,84
England,1.97119341563786,3.365797896662094,4374
Estonia,2.175675675675676,3.4864864864864864,222
Faroe Islands,1.53125,3.8645833333333335,96
Finland,1.4941833410888785,2.2517449976733364,2149
France,1.03768115942029,1.8347826086956522,345
Germany,1.3813432835820896,2.191044776119403,1340
Greece,1.4876543209876543,2.746913580246914,162
Guam,0.6923076923076923,2.4395604395604398,91
Guatemala,1.0,0.5,2
Hong Kong,3.9361702127659575,8.095744680851064,94
Hungary,1.0,1.9807692307692308,104
Iceland,1.1764705882352942,2.2205882352941178,68
India,1.4375,2.875,16
Indonesia,0.9,0.6,10
Iran,0.0,3.0,1
Ireland,1.4302670623145401,2.7744807121661723,337
Israel,1.4895330112721417,1.9565217391304348,621
Italy,1.0945378151260505,2.0168067226890756,476
Japan,1.6134146341463416,3.4865853658536587,820
Kenya,0.0,2.0,1
Latvia,2.1272727272727274,3.8727272727272726,55
Lebanon,1.4285714285714286,4.142857142857143,7
Lithuania,1.2142857142857142,2.2142857142857144,14
Luxembourg,1.5,3.772727272727273,22
Malaysia,2.9859154929577465,2.507042253521127,142
Mexico,1.4842767295597483,2.30188679245283,159
Moldova,2.0,2.111111111111111,27
Mozambique,0.6458333333333334,2.2083333333333335,48
Netherlands,1.6409109394062626,2.426189507930053,2459
New Zealand,1.6059701492537313,3.3313432835820898,335
North Korea,0.75,0.25,4
Northern Ireland,1.1891891891891893,2.1621621621621623,37
Norway,1.788863109048724,2.960556844547564,1724
Panama,0.5714285714285714,1.5714285714285714,7
Peru,0.5,0.0,2
Philippines,1.037037037037037,2.2222222222222223,27
Poland,0.9318600368324125,2.189686924493554,543
Portugal,2.0721649484536084,3.804123711340206,97
Puerto Rico,1.1428571428571428,3.0952380952380953,21
Romania,1.8214285714285714,2.892857142857143,56
Russia,0.6781609195402298,0.9195402298850575,87
Saint Helena,3.0,0.0,1
Saudi Arabia,1.5,5.166666666666667,6
Scotland,1.5181550539744848,2.9077526987242392,1019
Serbia,1.8571428571428572,2.7755102040816326,49
Singapore,2.9444444444444446,6.222222222222222,18
Slovak Republic,1.314102564102564,2.3974358974358974,156
Slovenia,2.675,4.375,40
South Africa,1.95,3.1,40
South Korea,0.7619047619047619,2.5714285714285716,21
Spain,0.6994633273703041,1.332737030411449,559
Sweden,1.8168639053254438,1.8094674556213017,3380
Switzerland,1.735593220338983,2.613559322033898,295
Taiwan,0.7333333333333333,1.6666666666666667,30
Tajikistan,0.0,0.0,1
Thailand,1.0406504065040652,2.3983739837398375,123
Turkey,2.327272727272727,2.1545454545454548,110
Ukraine,1.2,2.0,10
"United States, Alabama",1.5749792874896438,3.310687655343828,1207
"United States, Alaska",1.3569405099150142,2.5212464589235126,353
"United States, Arizona",1.6537871818460594,3.6399877338239803,3261
"United States, Arkansas",1.6963788300835654,3.713091922005571,359
"United States, California",1.7511979919373242,3.295200425952689,13147
"United States, Colorado",2.0545755237045205,3.7225284821756706,5442
"United States, Connecticut",1.8348164627363737,3.263904338153504,3596
"United States, Delaware",1.9488054607508531,3.7303754266211606,586
"United States, Florida",1.8276459610770461,3.4273527059450815,7502
"United States, Georgia",1.908969567538708,3.715162840363054,3746
"United States, Hawaii",1.5955555555555556,3.52,225
"United States, Idaho",1.6533403471856918,3.219358232509206,1901
"United States, Illinois",1.9155746430275666,4.171787248100429,27243
"United States, Indiana",1.8308351177730193,3.5294432548179873,3736
"United States, Iowa",1.6750841750841752,3.4457070707070705,2376
"United States, Kansas",1.7490494296577948,3.9193916349809887,1315
