,country,neg_words,pos_words,nb_review
0,American Samoa,3.0,3.0,1
1,Andorra,1.0,7.0,1
2,Antarctica,3.4285714285714284,5.714285714285714,7
3,Aotearoa,6.25,9.5,4
4,Argentina,2.0,6.0,1
5,Australia,3.904135338345865,8.090225563909774,532
6,Austria,2.466666666666667,6.4,30
7,Bahamas,3.3333333333333335,7.0,3
8,Barbados,2.0,6.0,1
9,Belgium,3.3125,6.5625,32
10,Bolivia,2.6,4.6,5
11,Bouvet Island,3.0,1.0,1
12,Brazil,3.1363636363636362,5.545454545454546,44
13,Bulgaria,2.0,1.0,1
14,Burkina Faso,4.5,11.0,2
15,Cambodia,3.0,5.0,4
16,Canada,3.4606451612903224,7.310046082949309,5425
17,China,2.5,6.208333333333333,24
18,Costa Rica,0.8333333333333334,2.0,6
19,Croatia,2.8,5.4,5
20,Cyprus,1.0,5.0,5
21,Czech Republic,2.0,8.0,1
22,Denmark,1.875,4.5625,16
23,England,3.210065645514223,6.431072210065645,457
24,Faroe Islands,1.0,4.0,1
25,Fiji Islands,2.272727272727273,3.8181818181818183,11
26,Finland,2.2777777777777777,5.333333333333333,18
27,France,2.7818181818181817,6.0181818181818185,55
28,Germany,3.1705202312138727,7.609826589595376,346
29,Greece,2.6923076923076925,4.923076923076923,13
30,Guam,6.0,6.0,1
31,Guatemala,2.0,5.0,1
32,Honduras,2.0,3.0,1
33,Hong Kong,3.0,5.846153846153846,26
34,Hungary,4.5,8.0,2
35,Iceland,3.6666666666666665,5.666666666666667,3
36,India,5.0,8.2,5
37,Ireland,2.2142857142857144,7.714285714285714,14
38,Isle of Man,6.0,7.0,1
39,Israel,3.0,4.0,4
40,Italy,2.9285714285714284,6.142857142857143,14
41,Japan,2.6575342465753424,6.328767123287672,73
42,Jersey,2.0,2.4,15
43,Jordan,5.4,9.8,5
44,Lebanon,1.0,5.0,1
45,Lesotho,3.1774193548387095,8.32258064516129,124
46,Lithuania,1.5,3.0,2
47,Mexico,2.488721804511278,6.661654135338346,133
48,Netherlands,5.345454545454546,11.066666666666666,165
49,New Caledonia,6.0,6.0,1
50,Nicaragua,1.0,2.5,2
51,Northern Ireland,3.420289855072464,9.826086956521738,69
52,Northern Mariana Islands,3.0,17.0,1
53,Norway,2.6153846153846154,4.076923076923077,13
54,Poland,3.3333333333333335,6.85,60
55,Portugal,3.9285714285714284,7.285714285714286,14
56,Puerto Rico,3.0,7.25,16
57,Romania,3.0655737704918034,4.237704918032787,122
58,Russia,2.4615384615384617,8.461538461538462,26
59,Scotland,3.4193548387096775,9.274193548387096,124
60,Serbia,3.5,1.5,2
61,Singapore,2.5555555555555554,5.0,9
62,Slovak Republic,3.0,6.0,2
63,Slovenia,2.5,7.0,2
64,South Africa,7.294117647058823,12.117647058823529,17
65,Spain,2.5,4.6923076923076925,78
66,Svalbard and Jan Mayen Islands,4.571428571428571,7.285714285714286,7
67,Sweden,3.6810035842293907,6.154121863799283,279
68,Switzerland,3.5625,8.6875,16
69,Taiwan,2.4,3.5,10
70,Tajikistan,2.5,6.0,2
71,Thailand,3.627450980392157,8.529411764705882,51
72,Tokelau,6.0,12.0,1
73,Turkey,2.0,3.0,1
74,Ukraine,1.2857142857142858,4.857142857142857,7
75,United Arab Emirates,2.8,5.65,20
76,"United States, Alabama",3.267123287671233,7.302511415525114,876
77,"United States, Alaska",3.3624338624338623,8.637566137566138,378
78,"United States, Arizona",3.447651663405088,7.898727984344423,2044
79,"United States, Arkansas",2.2565982404692084,5.687683284457478,682
80,"United States, California",3.5955823750426963,7.553227826482979,8783
81,"United States, Colorado",3.348917748917749,7.915844155844156,5775
82,"United States, Connecticut",2.917697945452361,6.833473507148865,8323
83,"United States, Delaware",2.982142857142857,6.891233766233766,616
84,"United States, Florida",2.800216958958597,6.752305188935093,5531
85,"United States, Georgia",3.3827103875257967,7.023159825728044,4361
86,"United States, Hawaii",2.722488038277512,6.91866028708134,209
87,"United States, Idaho",2.792452830188679,6.5,424
88,"United States, Illinois",3.352490886998785,7.227946537059538,8230
89,"United States, Indiana",2.984599589322382,6.746064339493498,2922
90,"United States, Iowa",4.040569395017793,8.41067615658363,1405
91,"United States, Kansas",3.1881868131868134,7.087912087912088,728
92,"United States, Kentucky",3.7148668639053253,7.78180473372781,2704
93,"United States, Louisiana",2.7817614964925954,5.9633671083398285,1283
94,"United States, Maine",2.6232709519934905,6.457282343368592,2458
95,"United States, Maryland",3.1554571083366896,7.295811518324608,4966
